Scientist,University,Degree,isPostGrad
39f5bf11-7637-4c85-9741-85c852a579db,Lancaster University,master’s degree data science 4.00,TRUE
b69e8cf1-89ea-4f9a-8033-3e74c3e97bc5,University of Illinois at Urbana-Champaign,master's degree computer science - data science 3.91/4,TRUE
b69e8cf1-89ea-4f9a-8033-3e74c3e97bc5,"Narsee Monjee Institute of Management Studies, Bangalore",master of business administration (mba) data analytics,TRUE
0c3fc1d7-0db2-471e-b60d-b67adef8f12c,Università degli Studi di Milano,phd computer science,TRUE
0c3fc1d7-0db2-471e-b60d-b67adef8f12c,Università degli Studi di Milano,master’s degree computer science,TRUE
70cb0880-4b2c-441c-b4e1-eac3e4fec1e2,UCL,"master of science (msc) business analytics (with specialisation in computer science), distinction",TRUE
70cb0880-4b2c-441c-b4e1-eac3e4fec1e2,UCL,master of science (msc) cognitive neuroscience ( with specialisation in language development) 80%,TRUE
21253205-8468-4a5a-b227-7de77d4801ef,Weizmann Institute of Science,master of science (msc) brain science 94,TRUE
83dfe826-789a-43d7-bf1d-ba87d9d18345,"University of California, Davis",doctor of philosophy (ph.d.) psychology,TRUE
83dfe826-789a-43d7-bf1d-ba87d9d18345,"University of California, Davis",master of arts (m.a.) psychology,TRUE
dcec0ff9-de2c-4ec3-9771-4cd5aeb92288,University of Sydney,master of commerce,TRUE
dcec0ff9-de2c-4ec3-9771-4cd5aeb92288,Santa Clara University,master of science - ms business analytics,TRUE
26e120f8-bee9-459b-afd7-fb941ac80bbf,NYU Center for Data Science,master of science data science (part-time),TRUE
a4aae460-9da7-4bea-bec5-85f05616464a,Leiden University,master's degree postgraduate education historical information sciences (full-time),TRUE
a4aae460-9da7-4bea-bec5-85f05616464a,Leiden University,master’s degree history,TRUE
a4aae460-9da7-4bea-bec5-85f05616464a,Leiden University,foundation degree philosophy,TRUE
dae324eb-949a-40de-856e-db87b2e09dc6,"Shanmugha Arts, Science, Technology & Reserch Academy (SASTRA), Thanjavur",master’s degree mca,TRUE
9c3c17c7-3287-4352-9b0b-7cc82d7dfa2f,University of Illinois at Chicago,master of science - ms computer science 3.42/4,TRUE
fbd3b8cf-8b8d-4af6-872c-7812ad84039b,Kennesaw State University,master’s degree applied statistics 3.9,TRUE
fbd3b8cf-8b8d-4af6-872c-7812ad84039b,Rensselaer Polytechnic Institute,ms electrical engineering,TRUE
27b8ef00-2a18-49bf-9d33-dc76505afe70,Rice University,doctor of philosophy (phd) computational biology,TRUE
65135479-1e19-41ad-9def-33c7b6d462ad,"Faculty of Sciences, University of Novi Sad",master's degree applied mathematics - financial mathematics,TRUE
a7a4265f-d97b-467f-92b8-3107bc3c4c14,University of Washington,ph.d. statistics,TRUE
a7a4265f-d97b-467f-92b8-3107bc3c4c14,Rijksuniversiteit Groningen,master of arts (m.a.) computational linguistics,TRUE
a7a4265f-d97b-467f-92b8-3107bc3c4c14,Universität des Saarlandes,msc language and communication technology,TRUE
21e040ff-4b5a-4641-a2b7-a4ec487dea6f,University of Warwick,doctor of philosophy (ph.d.) systems biology,TRUE
21e040ff-4b5a-4641-a2b7-a4ec487dea6f,University of Oxford,mmath mathematics,TRUE
515b9e17-7b5c-47b1-bddd-bc1e98053c02,Institut national des Sciences appliquées de Rouen,cifre phd data science & nlp,TRUE
515b9e17-7b5c-47b1-bddd-bc1e98053c02,Université Blaise Pascal (Clermont-II) - Clermont-Ferrand,master's degree bioinformatics,TRUE
515b9e17-7b5c-47b1-bddd-bc1e98053c02,Université de Sherbrooke,master's degree informatics,TRUE
deab1945-dd28-4d1f-931a-445c9890bd6e,Faculdade de Ciências da Universidade do Porto,master's degree applied mathematics,TRUE
a7f1ffcf-6553-41a8-874a-60d8c9678935,University of Melbourne,doctor of philosophy - phd computer science,TRUE
588f407c-9cec-4dd7-83df-7dee1404f0a7,RMIT University,master's degree analytics (statistics major),TRUE
8c08804c-d9de-43e7-8eb6-4e1d6831d294,Tilburg University,master of science (msc) master: data science,TRUE
8c08804c-d9de-43e7-8eb6-4e1d6831d294,Erasmus Universiteit Rotterdam,master of science (msc) master: public administration (public management),TRUE
edc430f8-69ad-43d7-8011-3e0643aaaa9a,The University of Texas at Dallas,"master’s degree electrical engineering 3.82/4.0 - richardson, texas, usa",TRUE
908f6a63-1eee-49ae-b4ae-5abae7cd427d,Andhra University,master of computer applications (mca) mathematics and computer science,TRUE
0b6c2648-f651-41ba-bce3-9be135e83363,IIT Kharagpur,integrated 5 year master's degree mathematics and computing,TRUE
77f0168f-369a-48f3-9cb6-ae34e86c68d0,The University of Tokyo,phd information science,TRUE
77f0168f-369a-48f3-9cb6-ae34e86c68d0,University of Technology Sydney,msc in computing software engineering,TRUE
dc1bbeea-bc4e-4701-ac14-325caf7a5de6,Arizona State University - W. P. Carey School of Business,master of business administration (m.b.a.) marketing emphasis,TRUE
379643a9-30ab-4b93-a1c1-e81e8bb8ff80,University College London,"ph.d civil, environmental and geomatic engineering",TRUE
c8695481-06e2-4cd8-88d3-07f5b70ef4e5,Dalhousie University,master of science - ms computer science,TRUE
cbb7eb16-4935-4926-b147-4494040c0d55,University of West London,master of science (msc) finance and risk management,TRUE
0bdaf507-d14e-4914-93d6-3138f6ad1883,Simon Fraser University,"master of science (msc) professional master's program in big data, computing science",TRUE
0bdaf507-d14e-4914-93d6-3138f6ad1883,Peking University,master of science (m.sc.) electronic engineering,TRUE
03c4b699-ce11-467d-9f6a-6895db16db62,RMIT University,master of data science data analysis and business development,TRUE
a9e005eb-8ed9-4d42-b705-ca2d8008287b,University of Michigan,master’s degree applied statistics,TRUE
75c61068-e297-4774-8697-f6a91becaa3c,University of Rome Tor Vergata,doctor of philosophy (phd) enterprises engineering,TRUE
c4f60e4c-b2e3-4932-800c-242a63e584d5,University of Chicago,master's degree analytics,TRUE
2b64d0c8-10a8-4ba7-88a2-c3edf507a6cf,Swinburne University of Technology,master's degree applied statistics distinction,TRUE
2b64d0c8-10a8-4ba7-88a2-c3edf507a6cf,Monash University,master of business systems (research) business systems,TRUE
3021d2ed-e31d-4b51-9ffb-db771a99486a,"University of California, Davis",doctor of philosophy - phd statistics,TRUE
df47e941-8730-4068-a831-1201716b5ce5,The George Washington University,master of science - ms data science,TRUE
df47e941-8730-4068-a831-1201716b5ce5,Symbiosis International University,master of science (msc) computer application,TRUE
cb2cb9f6-0e12-48f0-81bd-9af08a7d6550,The Johns Hopkins University,phd environmental health sciences,TRUE
cb2cb9f6-0e12-48f0-81bd-9af08a7d6550,Cornell University,m.eng biological engineering,TRUE
d652b9f1-5333-41cb-bbfa-e5a964d3969a,"University of California, Los Angeles",master of science - ms business analytics,TRUE
0646229a-c760-466b-9bf4-098f8c2747bf,UNSW Australia,doctor of philosophy (phd) medical immunology and microbiology studies deferred,TRUE
0646229a-c760-466b-9bf4-098f8c2747bf,UNSW Australia,"master of science (m.sc.) medical immunology and microbiology thesis grade - a, impact factor - 10.75",TRUE
a4316eb0-2114-4d3e-a0ca-47ecde3918aa,The University of British Columbia,master of science - ms data science 4.0/4.0,TRUE
d9bb772b-860c-4039-a5b9-13e2d9bfc2d5,Georgia Institute of Technology,master of science (ms) electrical and computer engineering,TRUE
d9bb772b-860c-4039-a5b9-13e2d9bfc2d5,Ecole nationale supérieure des Mines de Saint-Etienne,master of science (ms) ismin gpa 3.71,TRUE
e64f57fc-eb92-426d-915d-bc86519eab61,Università degli Studi di Roma Tre,master's degree computer engineering,TRUE
ddfca1f9-8c31-4184-919b-5b9f6f6f3ca1,Paderborn University,master of science (m.sc.) management information systems 1.6,TRUE
ddfca1f9-8c31-4184-919b-5b9f6f6f3ca1,Curtin University of Technology,management information systems,TRUE
66606044-b23e-4bea-9380-7035ef0b09e1,UNC Chapel Hill,doctor of philosophy (phd) statistics and operations research 4.0,TRUE
300383ae-6ee7-4534-8b14-c6cf30799db7,Harvard University,phd neuroscience,TRUE
be17f56c-48f3-4e02-96de-532f681e8cbb,University of Helsinki,master’s degree computer science magna cum laude approbatur,TRUE
cd8895e1-041d-4cc6-b904-846715042767,"University of California, Berkeley",doctor of philosophy - phd earth & planetary science,TRUE
cd8895e1-041d-4cc6-b904-846715042767,Humboldt State University,master of science - ms environmental system mathematical modeling,TRUE
cd8895e1-041d-4cc6-b904-846715042767,Università di Pavia,master of science - ms physics,TRUE
75b8a5f2-f19b-4ac7-8182-9a018da52ede,San Diego State University,master of science - ms statistics,TRUE
75b8a5f2-f19b-4ac7-8182-9a018da52ede,Louisiana State University,master of science - ms computer and information sciences,TRUE
d31a7e42-b7a7-4975-95ed-43d182225313,Columbia University in the City of New York,master’s degree data science,TRUE
3084ea36-2043-4705-9bf0-dbe130c0267b,Columbia University in the City of New York,ph.d. applied physics,TRUE
aa8f74b7-f92b-46b0-a67a-c1eeb4364dcb,"University Institute of Technology, RGPV",master of technology - mtech digital communication and media/multimedia,TRUE
def50b2e-67cc-4f55-b34f-ca954b3f6a8a,Carnegie Mellon University in Australia,master of science in information technology (m.s.i.t) business intelligence and data analytics,TRUE
325c6fcd-8d43-4111-9c57-221ab38dce40,The University of Sydney Business School,master of commerce quantitative business analysis and econometrics 72.6,TRUE
8493a4bb-225b-41aa-908a-225a85d2b1b9,Eindhoven University of Technology,master's degree data science,TRUE
8493a4bb-225b-41aa-908a-225a85d2b1b9,Université Nice Sophia Antipolis,master’s degree data science,TRUE
9a1b92a1-ca1b-40f6-8ada-ba0c50e161b5,Bar-Ilan University,master’s degree financial mathematics,TRUE
b6b46e68-95ec-47d1-9b23-3d8fbb9366af,Harvard University,doctor of philosophy - phd statistics,TRUE
2584fad2-8504-46a5-ad6b-8167a9454cfb,"City, University of London",msc data science mathematics and computer science merit,TRUE
952da313-9f97-4715-8709-9dce3c349d2e,New York University,master of science - ms computer science,TRUE
32510e30-e650-4a12-b38b-4abba7ad18f0,ESMT  Berlin,masters in management business analytics,TRUE
32510e30-e650-4a12-b38b-4abba7ad18f0,Ufa State Petroleum Technological University,master of science (m.sc.) natural gas engineering,TRUE
87a87c01-9204-4349-92df-e0a3a1d8eb41,Kyoto University,doctor of education (phd) game-based learning,TRUE
87a87c01-9204-4349-92df-e0a3a1d8eb41,Griffith University,master of education (m.ed.) digital literacy in esl,TRUE
c2e318b1-a239-4be9-bc79-bbc2b87b8195,University of Bath,mmath mathematics 2:1,TRUE
db0972f8-c2c6-48aa-b98c-137aeffde086,Loughborough University,doctor of philosophy - phd control and artificial intelligent,TRUE
db0972f8-c2c6-48aa-b98c-137aeffde086,Universiti Teknologi Malaysia,master of engineering - meng electrical (control),TRUE
46d52d4d-38a3-4c5e-b5fa-ebfdbd15926b,National Aviation University,master's degree engineering (mathematical and mechanical faculty),TRUE
7e9c6ba3-8160-4d14-9179-8e0a3761eb02,Kiev National Taras Shevchenko University,master's degree health/medical physics,TRUE
467ea59d-4481-4187-9892-028ba087a39c,USC,master of fine arts (mfa) writing for film/tv,TRUE
d69699f0-48f6-4714-891a-96956c83be82,東京大学,doctor of philosophy - phd financial informatics,TRUE
d69699f0-48f6-4714-891a-96956c83be82,早稲田大学 WASEDA University,master of business administration - mba financial engineering,TRUE
b7055611-15d8-4874-a58c-7a011a0bd67e,Columbia University in the City of New York,master’s degree statistics 4.0,TRUE
4892e3d6-3d6b-43c0-bcf4-ffba84d818ba,Northwestern University,master's degree analytics 3.9/4,TRUE
4892e3d6-3d6b-43c0-bcf4-ffba84d818ba,"Indian Institute of Technology, Delhi",5 year integrated m.tech mathematics and computing,TRUE
fd0b900c-f3a9-4ec0-8b2c-5c3b28f23f15,Duke University,master’s degree economics 4.0/4.0,TRUE
fd0b900c-f3a9-4ec0-8b2c-5c3b28f23f15,Duke University - The Fuqua School of Business,doctor of philosophy (ph.d.) quantitative marketing and economics 4.0/4.0,TRUE
2a2cddfa-17de-4d9b-8921-e36ae7db0165,Carnegie Mellon University,ms software engineering,TRUE
2a2cddfa-17de-4d9b-8921-e36ae7db0165,University of Michigan,msee electrical engineering,TRUE
a0cf8bf2-b6c1-4010-ae8f-c837fe781d06,Tokyo Metropolitan Univeristy,doctor of philosophy chemistry,TRUE
a0cf8bf2-b6c1-4010-ae8f-c837fe781d06,Tokyo Metropolitan University,master of science - ms chemistry,TRUE
2ec4cd88-2b06-445b-9bd2-dab263ea6352,UNSW,master of engineering (m.eng.) systems and control,TRUE
49a96434-67ef-4666-96d0-e72e364d5a6f,Washington University in St. Louis,doctor of philosophy (phd) economics,TRUE
49a96434-67ef-4666-96d0-e72e364d5a6f,Washington University in St. Louis,master's degree economics,TRUE
e064f913-e311-40e0-9cba-1275e8bc6f45,University of Houston,doctor of philosophy (ph.d.) electrical and computer engineering,TRUE
e064f913-e311-40e0-9cba-1275e8bc6f45,University of Arizona,master of science (m.s.) computer engineering,TRUE
456ce4ee-c782-450b-a274-bb2045978190,UNSW,doctor of philosophy - phd computer science and engineering,TRUE
456ce4ee-c782-450b-a274-bb2045978190,Iran University of Science and Technology,master's degree information technology,TRUE
dc2d6de6-9ecc-4677-b263-c7afddf6aaa1,"University of California, Davis",doctor of philosophy (phd) cognitive neuroscience,TRUE
98e6999b-b069-434f-92b0-cea131ee6f49,University of Maryland,doctor of philosophy - phd computer software engineering 3.80,TRUE
98e6999b-b069-434f-92b0-cea131ee6f49,University of Maryland,master of science - ms computer software engineering 3.80,TRUE
73d6d1be-545f-421d-9357-86e34d214ba1,Weizmann Institute of Science,master of science - ms neuroscience 96,TRUE
06902f03-51f9-4b61-a51e-4df9a3136af4,Loyola Institute Of Business Administration,master of business administration (m.b.a.) finance and financial management services,TRUE
b6e759d9-011b-443e-b1c2-f06cdcdaf7dc,Monash University,master of information technology (honours) majoring data mining and web application development overall grade h2a with a course average of 76/100,TRUE
78611175-a814-44f8-a465-dd2fc1eaf552,Columbia University in the City of New York,master of arts - ma statistics 3.967 / 4.00,TRUE
2ba8b436-97e0-40f7-ad61-8ee29a0ddb3c,Osmania University,master of computer applications (mca) computer software engineering 71,TRUE
3926a4c8-cc60-4228-9941-eb676c90f8cd,University of Sydney,doctor of philosophy (phd) astrophysics,TRUE
2e080674-23fc-4110-8c6a-2adde5e1e02d,"Universität Koblenz-Landau, Campus Koblenz",master of science (ms) web science 1.8,TRUE
4ef28efb-110a-4572-abc1-a8959f36359f,The University of Western Australia,master of data science data science 76.1 wam | 6.42 gpa,TRUE
01c5866e-d6a6-484f-83c5-88380a2f648b,McMaster University,master of science - ms ehealth,TRUE
2e933e15-91cd-411f-b4b6-08a164630df6,Washington University in St. Louis,doctor of philosophy (ph.d.) statistics,TRUE
2e933e15-91cd-411f-b4b6-08a164630df6,Washington University in St. Louis,master's degree mathematics,TRUE
ba957f2b-f91e-42ca-8e1b-44cc44fda748,University of Connecticut,doctor of philosophy - phd statistics,TRUE
4358d4bb-f3f9-4f6c-9109-5fdd9ede660a,"University of California, Riverside",master of science (m.s.) physics,TRUE
4358d4bb-f3f9-4f6c-9109-5fdd9ede660a,"University of California, Riverside",doctor of philosophy (ph.d.) particle physics,TRUE
2fc37348-0910-49bf-a33a-f75d2e8910fb,University of Oxford,"master of science (msc) statistical science, distinction",TRUE
60b891a7-d57c-425e-9fd9-a322a0f34393,University of Melbourne - Melbourne Business School,master of business analytics data science,TRUE
1cff915b-6b95-428e-abcc-de14da20dbbe,Appalachian State University,"master of business administration (mba) logistics, materials, supply chain management, and business analytics",TRUE
1cff915b-6b95-428e-abcc-de14da20dbbe,Appalachian State University,"master of business administration (mba) logistics, materials, and supply chain management",TRUE
6818b66f-5cb8-4970-8eac-38610e5c077d,"University of California, Berkeley",doctor of philosophy (ph.d.) industrial engineering and operations research,TRUE
6818b66f-5cb8-4970-8eac-38610e5c077d,University of Illinois at Urbana-Champaign,master's degree financial engineering 4.0,TRUE
db89f0ee-ab6d-4921-9bde-368c7174aff1,Nagpur University,master of technology - mtech vlsi distinction,TRUE
78780dc5-a4fe-4eec-8ecb-d0b4e8e057a0,McMaster University,master of science - ms ehealth,TRUE
1bc007e8-4a43-421d-b54b-4579cd6b55bf,Concordia University,master's degree actuarial mathematics and finance,TRUE
4dd60532-19ed-4900-b677-cd6d121050ef,University of Tehran,master’s degree aritifical intelligence and robotics 19.27/20,TRUE
67865b06-a703-4334-8125-6503a1f6eadf,École Polytechnique,master of science - ms mathematics and applications | data science,TRUE
67865b06-a703-4334-8125-6503a1f6eadf,Ensae ParisTech,"master of engineering - meng applied mathematics, statistics and economics",TRUE
2dd8503d-c3dd-484e-8ac8-c5ee93c1e8e6,Northwestern University,phd industrial engineering & management sciences,TRUE
2dd8503d-c3dd-484e-8ac8-c5ee93c1e8e6,Northwestern University,master of public health (mph) industrial engineering,TRUE
2dd8503d-c3dd-484e-8ac8-c5ee93c1e8e6,Northwestern University,masters of science industrial engineering,TRUE
a9797e2e-9aa0-4f2f-a272-5530e888e7c4,University of Washington,doctor of philosophy (phd) biostatistics,TRUE
de66b577-380f-40f0-9ae6-39c4b59eac11,University of South Australia,graduate diploma traffic systems engineering,TRUE
de66b577-380f-40f0-9ae6-39c4b59eac11,Queensland University of Technology,master of urban and regional planning urban planning and regional planning,TRUE
9c4eec5c-a07d-402f-92c5-05c825bc0257,Macquarie University,masters of economics,TRUE
a3bdd739-57f9-4cf3-b72c-54f9626a6b17,Purdue University,master computer science,TRUE
ee1f2a0c-d6d4-4822-9011-7032075deead,University of Iowa,doctor of philosophy finance,TRUE
ee1f2a0c-d6d4-4822-9011-7032075deead,University of Iowa,master of science mathematics,TRUE
f5336352-a86f-4bf8-9b5c-538427dff26e,University of Tennessee-Knoxville,dual degree ms - mba business analytics/business administration 3.5,TRUE
7f2e2bac-a0e1-472c-b0a8-93e9eaa4bf58,The University of Calgary,master of science (msc) electrical engineering,TRUE
4ecf99ee-bf4f-4604-8993-e0d744d23afb,Professional Master's Program in Big Data at Simon Fraser University,msc in computing science big data,TRUE
db62fb6c-af4e-444d-87b4-61639516d634,Washington University in St. Louis,doctor of philosophy (ph.d.) statistics,TRUE
db62fb6c-af4e-444d-87b4-61639516d634,Washington University in St. Louis,master's degree mathematics,TRUE
b87f5382-24c4-4177-ba33-3bf8dffcac13,"University of Ljubljana, Faculty of Mathematics and Physics",phd physics,TRUE
2e4c7af2-2e0f-4e6a-bd6f-bf03212f5e42,University of Connecticut,doctor of philosophy - phd statistics,TRUE
c459564b-e367-4745-b671-06a7268662fb,"University of California, Riverside",master of science (m.s.) physics,TRUE
c459564b-e367-4745-b671-06a7268662fb,"University of California, Riverside",doctor of philosophy (ph.d.) particle physics,TRUE
08381d05-d60e-4559-96ac-f7d24188f8dc,Syracuse University,phd physics,TRUE
020a8780-851d-4fce-9c8e-fb2c00c9bcf9,Ukrainian Catholic University,master of science - ms data science,TRUE
93aa6a94-aaa7-4e2b-beed-afeb14c365f4,Appalachian State University,"master of business administration (mba) logistics, materials, supply chain management, and business analytics",TRUE
93aa6a94-aaa7-4e2b-beed-afeb14c365f4,Appalachian State University,"master of business administration (mba) logistics, materials, and supply chain management",TRUE
37215fd7-a6cc-44b0-92ad-d389e55e6b78,Texas A&M University-Commerce,master's degree business analytics,TRUE
663a683f-29f0-41d4-8194-264f67975a6f,University of Technology Sydney,doctor of philosophy (ph.d.) data mining and machine learning,TRUE
663a683f-29f0-41d4-8194-264f67975a6f,Qingdao University,master's degree computer science,TRUE
60a5a2c5-e7f4-47b1-9336-9653c28a836d,University of Washington,master of science - ms data science,TRUE
209660c1-3111-4ef2-9e79-2657f3ec592c,Imperial College Business School,master of science - msc business analytics distinction,TRUE
5b921c54-71b4-40c8-91d8-44cbb5e58174,University of Tennessee-Knoxville,dual degree ms - mba business analytics/business administration 3.5,TRUE
bc612ae8-e838-43f1-9ce2-9d55f5bb1d19,University of Sydney,phd school of information technology,TRUE
ddfc2fe7-945d-4449-aba1-93d0c6caba4a,Indian Institute of Science (IISc),master of management business analytics,TRUE
185031cd-579f-41b5-b9b2-9527fd5b0e6c,University of Lagos,master of science - ms applied mathematics,TRUE
7f5becce-fc16-4e26-bb4c-5fe3705f30c9,University of Nottingham,master of science (msc) financial and computational mathematics distinction,TRUE
f5679caa-333f-4bca-ae50-0353fb51911c,University of Maryland College Park,master’s degree business information systems 3.55,TRUE
9581c191-c6d6-4308-99ca-2c175cc61db0,Rice University,master of statistics statistical computing and data mining,TRUE
8400dcd0-428d-4155-b006-7178328b2020,The Ohio State University,doctor of philosophy (ph.d.) biochemistry and molecular biology 3.627,TRUE
f2f2a60c-b0b7-4f7d-a30f-f34dfc688cf7,The University of Chicago,master of science - ms analytics,TRUE
8cf15582-f70d-4e3a-bf95-348b4200d678,University of Michigan,mse industrial and operations engineering,TRUE
93d25527-6bab-456a-b078-dacd422a1151,University of Sydney,master's degree data science,TRUE
197753c6-e186-48f2-93ee-8e00923da65d,École Polytechnique,master's degree data science,TRUE
ba61c132-5687-4c05-8088-fecf388bcf77,"Indian Institute of Technology, Kharagpur",master of technology - mtech electronics and electrical communications engineering,TRUE
0364698f-5766-4174-9fa1-d84e85ca96af,New York University,doctor of philosophy (ph.d.) chemistry,TRUE
a268142c-ccf5-4563-b480-415b5e25c79f,RMIT University,doctor of philosophy - phd mathematical science,TRUE
a268142c-ccf5-4563-b480-415b5e25c79f,University of Southern Queensland,master of business administration (finance),TRUE
a268142c-ccf5-4563-b480-415b5e25c79f,University of Southern Queensland,master of professional accounting (accounting and finance),TRUE
c753c7eb-8e9b-496e-9580-ecf0c0e545f3,Stellenbosch University/Universiteit Stellenbosch,doctor of philosophy – phd operations research,TRUE
c98d849d-b041-4ab2-ae47-e5524843ad22,Masaryk University Brno,doctor of philosophy - phd informatics,TRUE
c98d849d-b041-4ab2-ae47-e5524843ad22,"Masaryk University Brno, Faculty of Informatics",master's degree artificial intelligence and natural language processing,TRUE
983885bb-55a5-4aa0-b05b-8403ea2637f1,University of Sydney,phd psychology,TRUE
2573aba2-bd2d-4e0a-b735-b3a67abe2c4c,University of Maryland,doctor of philosophy - phd computer software engineering 3.80,TRUE
2573aba2-bd2d-4e0a-b735-b3a67abe2c4c,University of Maryland,master of science - ms computer software engineering 3.80,TRUE
ae75ddb7-6aaa-45c5-8fb7-aef810240d33,Universidad Adolfo Ibáñez,master's degree data science,TRUE
e1d8b0ce-6190-479c-8ba7-2517a5a80136,Michigan State University,"doctor of philosophy (phd) computer science & engineering / ecology, evolutionary biology, and behavior",TRUE
a3935dee-7a35-4fc9-8c5c-aed2dd7419ef,The University of Queensland,master's degree computer science(machine learning),TRUE
8e0304d8-5b29-47bb-8de9-e8a8d0882c8b,UNSW,master's degree data science,TRUE
9606e5ae-bb86-4d0a-8f15-e13963eb4e0b,University of Dayton,bs mechanical engineering - energy systems concentration,TRUE
3116adcb-f02d-43a5-94aa-bdc81e025f31,Institute for Advanced Analytics,master of science - ms analytics,TRUE
3116adcb-f02d-43a5-94aa-bdc81e025f31,North Carolina State University,master of science - ms analytics,TRUE
45e696b0-3b99-4c0d-b791-a8ea0c5ba5e6,SVKM's Narsee Monjee Institute of Management Studies (NMIMS),master's degree statistics 3.77/4,TRUE
c943ad72-a4bb-49a4-a2f3-2fdac4d130b9,Stockholm University,master of science (msc) mathematical statistics and probability,TRUE
c943ad72-a4bb-49a4-a2f3-2fdac4d130b9,Stockholm University,master of science (msc) mathematics,TRUE
2ecae952-d006-4007-98c6-19c78f8e614f,Ecole nationale de la Statistique et de l'Administration économique,master's degree data science,TRUE
5510f0c9-9fdc-4740-84c1-8d67453d1409,University of Oxford,doctor of philosophy (dphil) plant sciences,TRUE
5510f0c9-9fdc-4740-84c1-8d67453d1409,Universidad de Los Andes,master of science (m.sc.) plant physiology,TRUE
09e41bc1-c9e5-4628-a69b-9ab3bfeb7c08,Monash University,master's degree business information system,TRUE
9b385819-7902-46bd-bf8c-41bfdf1e68d6,University of Washington,master’s degree data science & information management,TRUE
6ca6d556-54b8-47d9-8c03-315071291ac1,University of Tsukuba,master of science (m.sc.) experimental psychology,TRUE
259a70fb-2e53-4dd1-967e-da58497a8c53,National Polytechnic Institute of Toulouse,"doctor of philosophy (ph.d.) hydrology, hydrochemistry, soil, environment, remote sensing & gis",TRUE
259a70fb-2e53-4dd1-967e-da58497a8c53,Lebanese University - Faculty of Agronomy and Veterinary Sciences,master of science (msc) in agriculture environmental engineering,TRUE
afa362a6-c148-48a4-8c4a-4fdb13b5b555,Novosibirsk State University,master of science degree physics,TRUE
afa362a6-c148-48a4-8c4a-4fdb13b5b555,Novosibirsk State University,master of science (m.s.) plasma physics,TRUE
b5be343a-fd5c-4d39-baf3-694b90c0270f,"Indian Statistical Institute, Kolkata",master of technology - mtech operations research,TRUE
3a4cee46-da14-475c-9824-e9ecc3dca07e,King's College London,master of science - ms data science,TRUE
969e5a78-9645-4f80-bb3f-2868d561ece4,University of Minnesota - Carlson School of Management,master of science in business analytics business analytics,TRUE
0590680b-eced-4f1c-98e8-05c0229b3e02,"University of California, Berkeley",master of information and data science,TRUE
0590680b-eced-4f1c-98e8-05c0229b3e02,University of Kentucky,ms computer science,TRUE
92340836-56b7-45bf-b6cf-51a0ea3589e9,Katholieke Universiteit Leuven,master degree information management magna cum laude,TRUE
92340836-56b7-45bf-b6cf-51a0ea3589e9,Université catholique de Louvain,master degree civil engineering in applied mathematics cum laude,TRUE
69bb824c-4803-4653-9860-cf1d9569614d,New York University,master of science (msc) mathematics,TRUE
9e59394a-b839-4665-95e1-d4e67536a58b,Rijksuniversiteit Groningen,"master of science (msc) master sport sciences 8,3 / 10",TRUE
755a638e-d45c-40a3-9fd2-0c171599af5d,Ecole Centrale Paris,"master of science (msc), strategy & finance",TRUE
c50783d3-00a5-4461-b137-1f6e2d3dea77,Duke University,"master's degree, quantitative management",TRUE
86da8989-83ef-43df-a181-e6a182c28b29,Université catholique de Louvain,master in actuarial sciences,TRUE
86da8989-83ef-43df-a181-e6a182c28b29,Université catholique de Louvain + Facultés universitaires Notre-Dame de la Paix (Namur),master in financial economics,TRUE
5385d880-040e-4997-b40f-f815f31e4bad,Swinburne University of Technology,doctor of philosophy (ph.d.) physics,TRUE
416e3c4f-77b2-4add-8123-55a5c71c71c6,University of Sydney,master’s degree data science (current),TRUE
416e3c4f-77b2-4add-8123-55a5c71c71c6,Macquarie University,master’s degree applied finance,TRUE
e7e5bf13-b5ec-4101-b8f5-993d28c2411d,Stanford University,masters statistics (data science track),TRUE
f5ddf88e-5010-4fc6-b829-014c893d39cb,Master studies at Faculty of Organizational Sciences,master’s degree business intelligence,TRUE
3faf49c2-ddd4-43d4-aef4-9212e4e878ce,University of Warwick,phd statistics,TRUE
3faf49c2-ddd4-43d4-aef4-9212e4e878ce,University of Warwick,master of science (msc) statistics,TRUE
e1e7b362-58cd-4ca8-85b7-228594a377a6,University of Melbourne,master's degree electrical and electronics engineering,TRUE
c272706d-b630-4f78-9fc2-c29d82938186,University of Colorado at Boulder,doctor of philosophy (ph.d.) cognitive psychology,TRUE
f5040961-e093-4697-a97c-59dba02177e0,University of Southern California - Marshall School of Business,master of science (msc) business analytics,TRUE
13142721-fc51-4fc9-a7db-b2bf2cea7c7c,University of Pennsylvania,doctor of philosophy (ph.d.) physics,TRUE
86e5d5a4-18e0-440a-acef-5571c849bdb1,Swinburne University of Technology,doctor of philosophy (ph.d.) numerical analysis,TRUE
86e5d5a4-18e0-440a-acef-5571c849bdb1,Iran University of Science and Technology,master’s degree materials engineering,TRUE
70a6c961-d3ab-4306-a722-0a323862cccc,Ben-Gurion University of the Negev,master of science (m.sc.) information systems and software engineering 94.44,TRUE
d17acbae-9917-4b22-b013-60b508efa2f7,Indian Institute Of Information Technology,master’s degree intelligent system a+,TRUE
d8847212-f480-42cb-9d66-02f6d17b12c2,National University of Singapore,master of science business analytics and data science,TRUE
2918a50f-2d7c-4c3b-9530-b9e0462f7938,Carnegie Mellon University,master’s degree school of computer science - msit ebusiness technology,TRUE
